,电影,评分,链接,类型,地区,上映地点,时长(min),上映时间
3208,诡案组之魔影杀手,0.0,http://maoyan.com/films/1189334,悬疑,中国大陆,大陆上映,68.0,2016.0
3210,走出尘埃,0.0,http://maoyan.com/films/342177,剧情,中国大陆,大陆上映,113.0,2017.0
3211,圣诞颂歌,6.8,http://maoyan.com/films/33302,"动画,剧情,家庭",美国,美国上映,96.0,2009.0
3213,十二罗汉,6.9,http://maoyan.com/films/1369,"犯罪,惊悚",美国,美国上映,125.0,2004.0
3214,漫威超级英雄之极限过载,0.0,http://maoyan.com/films/436616,科幻,美国,美国上映,22.0,2013.0
3215,红衣男孩,0.0,http://maoyan.com/films/447827,悬疑,中国大陆,大陆上映,61.0,2016.0
3216,爱别离,0.0,http://maoyan.com/films/1168029,"剧情,家庭",中国大陆,大陆上映,90.0,2017.0
3217,鬼娃回魂7,0.0,http://maoyan.com/films/345939,"惊悚,恐怖",美国,韩国上映,91.0,2017.0
3218,魔幻仙踪,8.5,http://maoyan.com/films/79125,动画,中国大陆,大陆上映,93.0,2014.0
3219,追凶,7.2,http://maoyan.com/films/231333,"剧情,悬疑,犯罪",美国,美国上映,110.0,2006.0
3223,玻璃之城,7.8,http://maoyan.com/films/9885,"历史,爱情",中国香港,中国香港上映,110.0,1998.0
3224,妄想症,5.8,http://maoyan.com/films/337191,"恐怖,惊悚,悬疑","中国大陆,香港",大陆上映,87.0,2016.0
3226,了不起的小家伙们,0.0,http://maoyan.com/films/1208483,"喜剧,科幻","中国大陆,美国",大陆上映,89.0,2017.0
3227,大明锦衣卫2,0.0,http://maoyan.com/films/1212430,"动作,古装",中国,大陆上映,80.0,2017.0
3228,最爱,7.5,http://maoyan.com/films/78968,"剧情,爱情",中国香港,中国香港上映,95.0,1986.0
3229,魔法奇缘,6.9,http://maoyan.com/films/25777,"喜剧,家庭,奇幻",美国,美国上映,107.0,2007.0
3230,惩罚者,6.2,http://maoyan.com/films/11233,"剧情,动作,犯罪","美国,德国",美国上映,124.0,2004.0
3233,正义联盟：闪点悖论,7.6,http://maoyan.com/films/331762,"科幻,动画,冒险",美国,美国上映,75.0,2013.0
3234,警察故事3：超级警察,7.2,http://maoyan.com/films/4481,"动作,喜剧,犯罪",中国香港,中国香港上映,95.0,1992.0
3235,冷山,7.8,http://maoyan.com/films/12368,"剧情,爱情,战争",美国,大陆上映,154.0,2004.0
3236,剑河,6.9,http://maoyan.com/films/246150,"剧情,爱情,动作",中国大陆,大陆上映,92.0,2014.0
3238,梦之安魂曲,8.3,http://maoyan.com/films/1336,剧情,美国,美国上映,102.0,2000.0
3239,玩大啦,0.0,http://maoyan.com/films/1138620,"剧情,运动",中国大陆,大陆上映,97.0,2017.0
3244,三峡好人,7.8,http://maoyan.com/films/78430,"剧情,爱情",中国大陆,大陆上映,111.0,2006.0
3245,火影忍者剧场版：血狱,8.0,http://maoyan.com/films/66830,动画,日本,大陆上映,108.0,2011.0
3246,奸臣,7.0,http://maoyan.com/films/247115,"剧情,情色,古装",韩国,韩国上映,133.0,2015.0
3247,霍金传,8.8,http://maoyan.com/films/18098,"剧情,传记",英国,英国上映,90.0,2004.0
3248,阴阳师2,7.2,http://maoyan.com/films/13071,"动作,奇幻",日本,日本上映,112.0,2003.0
3249,机器战警2,8.5,http://maoyan.com/films/6255,"动作,犯罪,科幻",美国,美国上映,117.0,1990.0
3250,尸城,7.0,http://maoyan.com/films/246444,"动作,恐怖",中国香港,中国香港上映,95.0,2014.0
3251,千王之王2000,8.7,http://maoyan.com/films/10579,喜剧,中国香港,中国香港上映,91.0,1999.0
3252,梦醒之前,6.1,http://maoyan.com/films/341611,"恐怖,惊悚,悬疑",美国,美国上映,97.0,2016.0
3253,谁是球王,8.1,http://maoyan.com/films/1200796,"剧情,喜剧,运动",中国大陆,大陆上映,98.0,2017.0
3254,死在西部的一百万种方式,7.0,http://maoyan.com/films/246613,"喜剧,爱情,西部",美国,美国上映,116.0,2014.0
3255,死亡录像,7.4,http://maoyan.com/films/32938,"悬疑,恐怖,惊悚",西班牙,西班牙上映,78.0,2007.0
3256,危机13小时,8.1,http://maoyan.com/films/338366,"剧情,动作,惊悚",美国,美国上映,144.0,2016.0
3257,别开门,4.1,http://maoyan.com/films/345025,"悬疑,惊悚,恐怖",中国大陆,大陆上映,92.0,2016.0
3258,古惑仔3之只手遮天,7.3,http://maoyan.com/films/8166,"动作,剧情",中国香港,中国香港上映,98.0,1996.0
3259,热血高校2,7.7,http://maoyan.com/films/248663,动作,日本,日本上映,133.0,2009.0
3260,速度与激情之A2狂飙,7.4,http://maoyan.com/films/704,"喜剧,动作","德国,卢森堡",大陆上映,87.0,2008.0
3261,帕克,7.0,http://maoyan.com/films/78677,"动作,惊悚,犯罪",美国,美国上映,118.0,2013.0
3262,意外,7.1,http://maoyan.com/films/38488,惊悚,中国香港,中国香港上映,89.0,2009.0
3263,强奸2制服诱惑,6.7,http://maoyan.com/films/217031,"情色,犯罪",中国香港,中国香港上映,89.0,1998.0
3264,老男孩,8.7,http://maoyan.com/films/78412,"动作,悬疑,惊悚",美国,美国上映,104.0,2013.0
3265,追忆哥哥张国荣,0.0,http://maoyan.com/films/1203104,剧情,中国大陆,大陆上映,68.0,2017.0
3266,狂野之美：国家公园探险,0.0,http://maoyan.com/films/346531,"纪录片,短片",美国,大陆上映,43.0,2016.0
3268,天师归来,0.0,http://maoyan.com/films/1132344,恐怖,中国大陆,大陆上映,90.0,2017.0
3272,半熟少女,6.4,http://maoyan.com/films/345638,"剧情,爱情",中国大陆,大陆上映,98.0,2016.0
3273,电影大师,0.0,http://maoyan.com/films/528061,剧情,中国大陆,大陆上映,90.0,2016.0
3277,跟踪,7.1,http://maoyan.com/films/435,"惊悚,犯罪",中国香港,大陆上映,90.0,2007.0
3278,林肯,7.4,http://maoyan.com/films/236865,"传记,剧情,历史",美国,美国上映,150.0,2012.0
3279,世界之战,0.0,http://maoyan.com/films/232855,"动作,科幻,冒险",美国,大陆上映,116.0,2005.0
3280,卢旺达：伤疤会永远消失吗？,0.0,http://maoyan.com/films/646669,纪录片,美国,美国上映,70.0,2004.0
3281,断片儿之妇仇者联盟,0.0,http://maoyan.com/films/655381,"剧情,喜剧",中国大陆,大陆上映,58.0,2016.0
3282,鬼妈妈,7.7,http://maoyan.com/films/23757,"动画,冒险,家庭",美国,美国上映,96.0,2009.0
3285,立春,7.7,http://maoyan.com/films/57301,"音乐,剧情",中国大陆,大陆上映,101.0,2008.0
3286,追逐繁星的孩子,7.5,http://maoyan.com/films/306,"动画,冒险,剧情",日本,日本上映,116.0,2011.0
3287,诀窍,6.8,http://maoyan.com/films/3655,喜剧,英国,英国上映,85.0,1965.0
3289,眼,0.0,http://maoyan.com/films/342931,短片,"中国香港,中国大陆",大陆上映,60.0,2015.0
3290,羞怯的人,0.0,http://maoyan.com/films/11784,剧情,美国,大陆上映,113.0,1988.0
3291,遗愿清单,0.0,http://maoyan.com/films/341998,"剧情,喜剧,冒险",美国,美国上映,97.0,2008.0
3292,红辣椒,7.7,http://maoyan.com/films/22210,"动画,冒险,犯罪",日本,日本上映,90.0,2006.0
3293,金鸡2,8.0,http://maoyan.com/films/10952,"喜剧,剧情",中国香港,中国香港上映,104.0,2003.0
3294,佛罗里达乐园,8.1,http://maoyan.com/films/585692,"剧情,家庭",美国,戛纳电影节上映,115.0,2017.0
3295,恐怖照相机,5.0,http://maoyan.com/films/341127,"恐怖,惊悚,悬疑",中国大陆,大陆上映,91.0,2016.0
3296,五月之恋,6.4,http://maoyan.com/films/15044,爱情,中国台湾,台湾上映,109.0,2004.0
3297,圣杯神器：骸骨之城,8.0,http://maoyan.com/films/78236,"动作,奇幻,冒险","美国,德国,加拿大",大陆上映,130.0,2014.0
3298,超级幼儿园,6.9,http://maoyan.com/films/1190357,动画,中国大陆,大陆上映,81.0,2016.0
3299,传奇,7.2,http://maoyan.com/films/248769,"传记,犯罪,惊悚","英国,法国",英国上映,132.0,2015.0
3300,人皮客栈2,6.4,http://maoyan.com/films/20600,"恐怖,惊悚",美国,美国上映,94.0,2007.0
3301,哈努曼和七个奥特曼,3.8,http://maoyan.com/films/33156,"动作,科幻","日本,泰国",大陆上映,80.0,1979.0
3303,无敌浩克之死,0.0,http://maoyan.com/films/297032,"剧情,动作,战争,灾难",美国,美国上映,95.0,1990.0
3304,十兄弟,6.5,http://maoyan.com/films/16784,"喜剧,奇幻,冒险",中国香港,中国香港上映,100.0,1995.0
3305,成为简·奥斯汀,8.5,http://maoyan.com/films/23846,"传记,爱情,剧情",英国,英国上映,120.0,2007.0
3306,和田玉传奇,0.0,http://maoyan.com/films/368089,"剧情,悬疑,冒险",中国大陆,大陆上映,96.0,2017.0
3307,爱慕之旅,0.0,http://maoyan.com/films/1197503,剧情,中国大陆,大陆上映,90.0,2017.0
3308,密室之不可告人,0.0,http://maoyan.com/films/248634,"悬疑,惊悚",中国大陆,大陆上映,96.0,2010.0
3312,人鬼情未了,7.0,http://maoyan.com/films/2069,"奇幻,悬疑,爱情",美国,美国上映,127.0,1990.0
3313,安娜·卡列尼娜,8.3,http://maoyan.com/films/891,"剧情,爱情",英国,大陆上映,130.0,2012.0
3314,龙纹身的女孩,8.3,http://maoyan.com/films/57264,"剧情,犯罪,悬疑","美国,挪威,瑞典",美国上映,158.0,2011.0
3315,小茜当家,0.0,http://maoyan.com/films/484141,剧情,中国大陆,大陆上映,93.0,2017.0
3318,纳尼亚传奇：狮子、女巫和魔衣橱,8.3,http://maoyan.com/films/227945,"奇幻,冒险,家庭","美国,英国",美国上映,143.0,2005.0
3319,举起手来,7.5,http://maoyan.com/films/992,"喜剧,历史,战争",中国大陆,大陆上映,87.0,2003.0
3321,生命之书,7.3,http://maoyan.com/films/246046,"动画,冒险",美国,美国上映,95.0,2014.0
3322,追凶,4.8,http://maoyan.com/films/261,"惊悚,悬疑,犯罪",中国香港,大陆上映,90.0,2012.0
3323,依然爱丽丝,7.0,http://maoyan.com/films/246365,剧情,"美国,法国",美国上映,101.0,2015.0
3324,泰坦尼克号:冰封案件,7.2,http://maoyan.com/films/78800,纪录片,美国,大陆上映,90.0,2012.0
3325,王者,7.0,http://maoyan.com/films/344277,"剧情,动作,犯罪",韩国,韩国上映,134.0,2017.0
3326,摆渡人,4.9,http://maoyan.com/films/28290,"惊悚,恐怖,奇幻","新西兰,英国",大陆上映,100.0,2007.0
3327,十全九美之真爱无双,0.0,http://maoyan.com/films/1197648,剧情,中国大陆,大陆上映,102.0,2017.0
3329,娜塔丽·伍德之谜,6.7,http://maoyan.com/films/28804,传记,"美国,澳大利亚",大陆上映,172.0,2004.0
3330,宠物小精灵: 波尔凯尼恩与机关人偶玛机雅娜,0.0,http://maoyan.com/films/346616,"动画,冒险,奇幻",日本,大陆上映,90.0,2016.0
3331,复仇行动,0.0,http://maoyan.com/films/1212316,"动作,惊悚,犯罪",保加利亚,美国上映,87.0,2017.0
3333,时时刻刻,8.4,http://maoyan.com/films/11222,"剧情,传记","美国,英国",美国上映,114.0,2002.0
3334,丛林,6.7,http://maoyan.com/films/345813,"剧情,惊悚,冒险","澳大利亚,哥伦比亚",墨尔本电影节上映,115.0,2017.0
3335,波西·杰克逊与魔兽之海,7.7,http://maoyan.com/films/78238,"动作,奇幻,冒险",美国,美国上映,106.0,2013.0
3337,奥德赛,0.0,http://maoyan.com/films/342257,"传记,冒险",法国,法国上映,123.0,2016.0
3338,轻松+愉快,0.0,http://maoyan.com/films/353723,"剧情,喜剧,犯罪",中国大陆,圣丹斯电影节上映,99.0,2017.0
3339,击战,8.3,http://maoyan.com/films/344731,"剧情,运动,动作",中国大陆,大陆上映,98.0,2016.0
3340,菊豆,7.6,http://maoyan.com/films/79193,剧情,"中国大陆,日本",日本上映,95.0,1990.0
3341,兔子镇的火狐狸,8.2,http://maoyan.com/films/797,"动画,冒险,奇幻",中国大陆,大陆上映,89.0,2015.0
3342,飞行家,7.5,http://maoyan.com/films/13659,"传记,剧情","美国,德国",美国上映,170.0,2004.0
3343,海扁王2,7.5,http://maoyan.com/films/78290,"喜剧,动作,惊悚","美国,英国",美国上映,120.0,2013.0
3344,第十区,0.0,http://maoyan.com/films/341177,科幻,美国,美国上映,90.0,2017.0
3345,野良猫 アリーキャット,0.0,http://maoyan.com/films/1201379,喜剧,日本,上海国际电影节上映,129.0,2017.0
3346,戏梦巴黎,7.2,http://maoyan.com/films/1260,"历史,爱情,情色","法国,英国,意大利",法国上映,115.0,2003.0
3347,黑夜传说,7.0,http://maoyan.com/films/222741,"动作,奇幻,惊悚","美国,德国,匈牙利,英国",英国上映,121.0,2003.0
3348,人·树·缝纫机,0.0,http://maoyan.com/films/486185,"短片,奇幻,黑色电影",中国大陆,大陆上映,10.0,2012.0
3349,蜜月酒店杀人事件,5.6,http://maoyan.com/films/245966,"悬疑,剧情","中国大陆,韩国",大陆上映,97.0,2016.0
3350,黑夜传说4：觉醒,8.1,http://maoyan.com/films/193,"动作,奇幻,恐怖",美国,美国上映,88.0,2012.0
3351,兵临城下,8.1,http://maoyan.com/films/8539,"惊悚,历史,战争","美国,德国,英国,爱尔兰",大陆上映,131.0,2001.0
3352,玩命快递2,8.6,http://maoyan.com/films/14788,"动作,犯罪","法国,美国",法国上映,87.0,2005.0
3353,超萌宝贝,0.0,http://maoyan.com/films/246427,"家庭,奇幻,冒险",中国大陆,大陆上映,87.0,2014.0
3354,怪物,6.3,http://maoyan.com/films/15874,恐怖,"中国大陆,中国香港",大陆上映,93.0,2005.0
3355,不忠,7.5,http://maoyan.com/films/11086,"惊悚,情色,家庭","美国,德国,法国",美国上映,124.0,2002.0
3356,恭喜发财之谈钱说爱,6.8,http://maoyan.com/films/345694,"剧情,喜剧,爱情",中国大陆,大陆上映,90.0,2016.0
3358,风云决,5.6,http://maoyan.com/films/1027,"动作,动画,武侠","中国大陆,中国香港",大陆上映,110.0,2009.0
3359,西游新传2：真心话大冒险,7.6,http://maoyan.com/films/341049,"动画,喜剧,冒险",中国大陆,大陆上映,78.0,2015.0
3362,人民发声,7.6,http://maoyan.com/films/38091,"纪录片,历史",美国,大陆上映,113.0,2009.0
3364,爱神,6.9,http://maoyan.com/films/13621,"剧情,爱情,情色","意大利,中国香港,美国,法国,卢森堡,英国",意大利上映,104.0,2004.0
3365,最忆是杭州,0.0,http://maoyan.com/films/1183622,歌舞,中国大陆,大陆上映,57.0,2016.0
3367,德州电锯杀人狂前传,6.7,http://maoyan.com/films/18553,"恐怖,惊悚",美国,美国上映,91.0,2006.0
3368,侠探杰克,7.5,http://maoyan.com/films/78045,"动作,惊悚,犯罪",美国,大陆上映,130.0,2013.0
3370,黄海,8.4,http://maoyan.com/films/51826,"剧情,动作,犯罪",韩国,韩国上映,157.0,2010.0
3371,掏枪之际,0.0,http://maoyan.com/films/333225,短片,澳大利亚,西南偏南电影节上映,18.0,2014.0
3372,土拨鼠之日,8.0,http://maoyan.com/films/7676,"喜剧,奇幻,爱情",美国,美国上映,101.0,1993.0
3373,鞋子,7.2,http://maoyan.com/films/4601,"剧情,喜剧","德国,拉脱维亚,法国",大陆上映,83.0,1998.0
3377,买凶拍人,8.5,http://maoyan.com/films/7679,"犯罪,动作,喜剧",中国香港,中国香港上映,94.0,2001.0
3378,安妮：纽约奇缘,8.2,http://maoyan.com/films/246105,"喜剧,家庭,音乐",美国,大陆上映,118.0,2015.0
3379,在世界中心呼唤爱,7.0,http://maoyan.com/films/234801,"爱情,剧情",日本,日本上映,138.0,2004.0
3380,再见，克里斯托弗·罗宾,7.2,http://maoyan.com/films/346574,"剧情,传记,历史",英国,英国上映,107.0,2017.0
3381,大光明,0.0,http://maoyan.com/films/1173826,"剧情,短片,歌舞",中国大陆,北京电影学院上映,25.0,2015.0
3382,翻滚吧！阿信,8.2,http://maoyan.com/films/64573,"喜剧,爱情,运动",中国台湾,大陆上映,130.0,2011.0
3383,二龙湖浩哥之江湖学院2,0.0,http://maoyan.com/films/1206583,"喜剧,动作",中国大陆,大陆上映,80.0,2017.0
3384,新世纪2003奥特曼传说 THE KING`S JUBILEE,5.6,http://maoyan.com/films/67174,"喜剧,科幻,歌舞",日本,大陆上映,20.0,2003.0
3385,假装看不见之电影大师,0.0,http://maoyan.com/films/346043,"喜剧,爱情",中国大陆,大陆上映,90.0,2016.0
3386,不眠之夜,8.0,http://maoyan.com/films/58434,"剧情,爱情,短片,奇幻",加拿大,大陆上映,5.0,2009.0
3387,要爱的女人,7.2,http://maoyan.com/films/28467,"剧情,喜剧","法国,西德,意大利",大陆上映,119.0,1967.0
3388,狗十三,8.1,http://maoyan.com/films/78480,"剧情,家庭",中国大陆,大陆上映,119.0,2013.0
3389,落水狗,8.3,http://maoyan.com/films/6968,"犯罪,悬疑,惊悚",美国,法国上映,99.0,1992.0
3390,谜踪,0.0,http://maoyan.com/films/1209159,"剧情,悬疑",中国大陆,大陆上映,90.0,2018.0
3392,月球,8.4,http://maoyan.com/films/40375,"剧情,悬疑,科幻",英国,英国上映,97.0,2009.0
3395,地球四季,8.6,http://maoyan.com/films/1132375,纪录片,法国,大陆上映,96.0,2016.0
3396,终极斗士Ⅲ：赎罪,7.3,http://maoyan.com/films/38404,"动作,犯罪,剧情",美国,阿拉伯酋长联合国上映,96.0,2010.0
3397,81号农场之疯狂的麦咭,8.2,http://maoyan.com/films/245990,"喜剧,动画,家庭,冒险",中国大陆,大陆上映,80.0,2014.0
3400,力王,7.1,http://maoyan.com/films/13521,"恐怖,犯罪,动作","中国香港,日本",香港上映,91.0,1992.0
3401,Guten Rutsch!,0.0,http://maoyan.com/films/751619,"喜剧,音乐","WestGermany,奥地利",WestGermany上映,135.0,1969.0
3402,汽油,0.0,http://maoyan.com/films/28222,"剧情,短片",美国,大陆上映,16.0,2002.0
3403,龙之诞生,4.5,http://maoyan.com/films/344024,"剧情,动作,传记","美国,中国大陆,加拿大",多伦多国际电影节上映,103.0,2016.0
3404,名侦探柯南：瞳孔中的暗杀者,8.7,http://maoyan.com/films/35828,"动画,冒险,犯罪",日本,日本上映,100.0,2000.0
3405,紫蝴蝶,6.3,http://maoyan.com/films/697,"剧情,历史,战争","中国大陆,法国",大陆上映,128.0,2003.0
3406,点五步,7.9,http://maoyan.com/films/346038,"剧情,运动",中国香港,大陆上映,96.0,2017.0
3407,宝贝，再爱我一次,0.0,http://maoyan.com/films/1204705,"剧情,家庭",中国大陆,大陆上映,105.0,2017.0
3410,冥界警局,6.3,http://maoyan.com/films/78798,"喜剧,动作,科幻",美国,美国上映,96.0,2013.0
3411,异形大战铁血战士,6.5,http://maoyan.com/films/13393,"动作,科幻,惊悚","美国,德国,捷克,英国",美国上映,101.0,2004.0
3412,你看起来好像很好吃,8.0,http://maoyan.com/films/60792,"剧情,动画",日本,日本上映,90.0,2010.0
3414,铁血战士,7.8,http://maoyan.com/films/6533,"动作,冒险,科幻",美国,美国上映,107.0,1987.0
3415,入殓师,8.6,http://maoyan.com/films/30932,"剧情,音乐",日本,日本上映,130.0,2008.0
3416,被操纵的城市,7.0,http://maoyan.com/films/341236,"动作,犯罪",韩国,韩国上映,126.0,2017.0
3417,笑林小子2：新乌龙院,7.3,http://maoyan.com/films/13533,"喜剧,动作","中国香港,中国台湾",中国香港上映,90.0,1994.0
3418,夏威夷之恋,7.3,http://maoyan.com/films/337195,"剧情,爱情,悬疑","美国,中国大陆",大陆上映,95.0,2016.0
3419,四大天王,6.8,http://maoyan.com/films/20092,"音乐,喜剧,剧情",中国香港,大陆上映,83.0,2007.0
3420,猎杀本拉登,7.6,http://maoyan.com/films/329485,"剧情,历史,惊悚",美国,美国上映,157.0,2012.0
3421,湮灭,0.0,http://maoyan.com/films/1207656,"科幻,惊悚,灾难",中国香港,大陆上映,27.0,2016.0
3428,神奇侠侣,6.5,http://maoyan.com/films/200,喜剧,"中国大陆,中国香港",大陆上映,100.0,2011.0
3429,弯刀杀戮,7.4,http://maoyan.com/films/78320,"动作,惊悚,犯罪","美国,俄罗斯",美国上映,107.0,2013.0
3431,豪情,7.0,http://maoyan.com/films/78867,"情色,剧情",中国香港,香港电影节上映,120.0,2014.0
3435,韩城攻略,5.9,http://maoyan.com/films/14001,"剧情,喜剧,动作","中国香港,韩国",中国香港上映,95.0,2005.0
3436,失重,6.8,http://maoyan.com/films/246064,"剧情,音乐",美国,西南偏南电影节上映,129.0,2017.0
3437,美国黑帮,7.8,http://maoyan.com/films/18738,"犯罪,剧情",美国,美国上映,157.0,2007.0
3438,天水围的日与夜,8.2,http://maoyan.com/films/40566,剧情,中国香港,中国香港上映,90.0,2008.0
3439,高手们,8.4,http://maoyan.com/films/246304,"动作,犯罪",韩国,韩国上映,116.0,2014.0
3442,白夜行,6.8,http://maoyan.com/films/552,"悬疑,爱情",韩国,韩国上映,135.0,2009.0
3444,醉侠苏乞儿,0.0,http://maoyan.com/films/1181772,"动作,剧情,武侠","中国大陆,美国",大陆上映,96.0,2016.0
3446,再见歌舞伎町,0.0,http://maoyan.com/films/336875,"剧情,爱情",日本,多伦多国际电影节上映,135.0,2014.0
3447,狼兵吼,0.0,http://maoyan.com/films/343259,"动作,战争",中国大陆,大陆上映,90.0,2016.0
3448,刺客学妹,7.0,http://maoyan.com/films/248710,"喜剧,动作,冒险",美国,美国上映,96.0,2015.0
3449,父子,6.7,http://maoyan.com/films/18893,"剧情,家庭","中国香港,马来西亚",大陆上映,150.0,2006.0
3450,十三罗汉,7.1,http://maoyan.com/films/17483,"犯罪,惊悚",美国,美国上映,122.0,2007.0
3452,少数派报告,8.0,http://maoyan.com/films/5614,"动作,悬疑,科幻",美国,美国上映,145.0,2002.0
3454,秋天的童话,8.2,http://maoyan.com/films/8680,"爱情,剧情",中国香港,中国香港上映,98.0,1987.0
3455,僵尸行动,5.6,http://maoyan.com/films/20485,"喜剧,恐怖",日本,日本上映,79.0,2001.0
3456,热血街区电影版2：天空尽头,0.0,http://maoyan.com/films/1205039,动作,日本,日本上映,124.0,2017.0
3457,我的极品女神,0.0,http://maoyan.com/films/345745,"喜剧,爱情",中国香港,大陆上映,88.0,2016.0
3458,魔女宅急便,8.8,http://maoyan.com/films/12683,"动画,冒险,家庭",日本,日本上映,103.0,1989.0
3460,轩辕剑传奇,3.9,http://maoyan.com/films/341136,"动作,奇幻,冒险",中国大陆,大陆上映,95.0,2015.0
3461,僵尸家族,6.4,http://maoyan.com/films/11726,恐怖,中国香港,中国香港上映,89.0,1986.0
3462,启示,8.2,http://maoyan.com/films/239981,"动作,剧情,冒险",美国,美国上映,139.0,2006.0
3465,情迷意大利,0.0,http://maoyan.com/films/1198936,"剧情,喜剧,爱情",中国大陆,大陆上映,89.0,2017.0
3466,鹿鼎记2：神龙教,9.0,http://maoyan.com/films/12123,"喜剧,动作,武侠",中国香港,中国香港上映,93.0,1992.0
3468,肉与灵,0.0,http://maoyan.com/films/1200388,"剧情,爱情",匈牙利,柏林国际电影节上映,116.0,2017.0
3469,圣诞星,5.9,http://maoyan.com/films/341908,"喜剧,动画,冒险",美国,美国上映,86.0,2017.0
3470,鹰眼,6.9,http://maoyan.com/films/33168,"动作,悬疑,惊悚","美国,德国",美国上映,118.0,2008.0
3471,导火新闻线,0.0,http://maoyan.com/films/640395,"剧情,悬疑,犯罪",中国香港,中国香港上映,89.0,2016.0
3473,恶之教典,6.8,http://maoyan.com/films/74286,惊悚,日本,日本上映,129.0,2012.0
3474,无涯：杜琪峰的电影世界,8.8,http://maoyan.com/films/248207,纪录片,中国香港,香港亚洲电影节上映,95.0,2013.0
3477,逆转王牌,5.7,http://maoyan.com/films/78769,"剧情,惊悚,犯罪",美国,美国上映,91.0,2013.0
3478,国王的全息图,6.4,http://maoyan.com/films/246750,"剧情,喜剧","英国,法国,德国,美国",美国上映,90.0,2016.0
3479,钢铁侠与美国队长：英雄集结,0.0,http://maoyan.com/films/428996,"动作,科幻,动画",美国,美国上映,71.0,2014.0
3482,八墓村,7.2,http://maoyan.com/films/12638,"悬疑,惊悚,恐怖",日本,大陆上映,151.0,1977.0
3484,玉蒲团之偷情宝鉴,7.1,http://maoyan.com/films/125150,"情色,古装",中国香港,中国香港上映,99.0,1991.0
3485,2001太空漫游,8.3,http://maoyan.com/films/1324,"冒险,悬疑,科幻","美国,英国",美国上映,141.0,1968.0
3487,假如猫从世界上消失了,7.2,http://maoyan.com/films/338434,"剧情,奇幻",日本,日本上映,103.0,2016.0
3490,回到未来,8.7,http://maoyan.com/films/7635,"冒险,家庭,科幻",美国,美国上映,116.0,1985.0
3493,大内密探灵灵狗,6.9,http://maoyan.com/films/235,"喜剧,古装",中国,大陆上映,98.0,2009.0
3494,亲爱的小鹿,0.0,http://maoyan.com/films/541294,"剧情,奇幻",日本,日本上映,107.0,2015.0
3496,伤城,6.7,http://maoyan.com/films/22278,"犯罪,剧情,惊悚","中国大陆,中国香港",中国香港上映,110.0,2006.0
3501,老千2：神之手,7.0,http://maoyan.com/films/248677,"犯罪,剧情",韩国,韩国上映,147.0,2014.0
3502,咖啡公社,6.7,http://maoyan.com/films/341881,"剧情,喜剧,爱情",美国,戛纳电影节上映,96.0,2016.0
3503,爱与黑暗的故事,6.2,http://maoyan.com/films/246086,"传记,剧情,历史","美国,以色列",戛纳电影节上映,95.0,2015.0
3504,2014最美表演,0.0,http://maoyan.com/films/349396,短片,中国大陆,大陆上映,14.0,2014.0
3505,憨豆先生的大灾难,7.8,http://maoyan.com/films/3537,"喜剧,家庭","英国,美国",英国上映,90.0,1997.0
3506,长江7号爱地球,5.8,http://maoyan.com/films/709,动画,"中国大陆,中国香港",大陆上映,82.0,2010.0
3507,花火,8.5,http://maoyan.com/films/9163,"犯罪,爱情,惊悚",日本,日本上映,103.0,1998.0
3508,名侦探柯南：沉默的15分钟,8.1,http://maoyan.com/films/78563,动画,日本,大陆上映,109.0,2011.0
3509,冰川时代,8.6,http://maoyan.com/films/590,"动画,家庭,冒险",美国,大陆上映,81.0,2002.0
3511,恶魔蛙男,6.2,http://maoyan.com/films/344474,"剧情,惊悚,犯罪",日本,釜山国际电影节上映,132.0,2016.0
3512,皮囊之下,7.4,http://maoyan.com/films/78721,"科幻,恐怖","英国,美国,瑞士",英国上映,108.0,2014.0
3513,"摇啊摇,摇到外婆桥",7.0,http://maoyan.com/films/79221,"剧情,犯罪","中国大陆,法国",大陆上映,108.0,1995.0
3515,致命弯道,6.1,http://maoyan.com/films/10050,恐怖,"美国,德国",美国上映,84.0,2003.0
3516,军妓慰安妇,5.7,http://maoyan.com/films/17569,战争,"中国大陆,中国香港",中国香港上映,96.0,1992.0
3518,演员工作室：马特·达蒙,0.0,http://maoyan.com/films/665710,纪录片,美国,美国上映,40.0,2007.0
3519,红剪花,0.0,http://maoyan.com/films/1211051,剧情,中国,大陆上映,92.0,2017.0
3520,S4侠降魔记,0.0,http://maoyan.com/films/344323,喜剧,中国大陆,大陆上映,93.0,2016.0
3521,洛奇,8.1,http://maoyan.com/films/4125,"剧情,爱情,运动",美国,美国上映,119.0,1976.0
3522,训练日,7.7,http://maoyan.com/films/10724,"犯罪,惊悚,剧情","美国,澳大利亚",美国上映,122.0,2001.0
3523,少年汉尼拔,6.8,http://maoyan.com/films/18102,"犯罪,惊悚","英国,捷克,法国,意大利",法国上映,121.0,2007.0
3524,成龙的特技,7.8,http://maoyan.com/films/6959,纪录片,中国香港,中国香港上映,97.0,1999.0
3525,强尼凯克,0.0,http://maoyan.com/films/1166400,剧情,中国台湾,台北电影节上映,104.0,2017.0
3526,宿敌,7.0,http://maoyan.com/films/247002,"悬疑,惊悚","加拿大,西班牙,法国",西班牙上映,90.0,2014.0
3527,僵尸叔叔,6.9,http://maoyan.com/films/9005,"恐怖,喜剧",中国香港,中国香港上映,96.0,1988.0
