,电影,评分,链接,类型,地区,上映地点,时长(min),上映时间
1187,僵尸世界大战,0.0,http://maoyan.com/films/78779,"动作,科幻,惊悚","美国,马耳他",美国上映,116.0,2013.0
1189,午夜惊魂路,3.2,http://maoyan.com/films/1196172,"惊悚,恐怖",中国大陆,大陆上映,80.0,2017.0
1191,怨灵宿舍之白纸女生,5.4,http://maoyan.com/films/345522,"恐怖,惊悚,悬疑",中国大陆,大陆上映,87.0,2017.0
1192,树大招风,8.2,http://maoyan.com/films/246313,"动作,犯罪","中国香港,中国大陆",中国香港上映,97.0,2016.0
1193,刀剑神域,6.7,http://maoyan.com/films/245974,动画,日本,大陆上映,90.0,2013.0
1195,小时代,7.6,http://maoyan.com/films/78051,"剧情,喜剧,爱情","中国大陆,中国台湾",大陆上映,116.0,2013.0
1196,蜘蛛侠,8.5,http://maoyan.com/films/11887,"动作,科幻,犯罪",美国,大陆上映,121.0,2002.0
1197,一家两口,0.0,http://maoyan.com/films/1208338,"剧情,喜剧,家庭",中国大陆,大陆上映,101.0,2017.0
1198,惊天大逆转,8.2,http://maoyan.com/films/248909,"动作,悬疑,犯罪","中国大陆,韩国",大陆上映,110.0,2016.0
1200,春风沉醉的夜晚,7.8,http://maoyan.com/films/51011,剧情,"中国大陆,中国香港,法国",法国上映,116.0,2009.0
1201,3D肉蒲团之极乐宝鉴,6.6,http://maoyan.com/films/69101,"情色,爱情,喜剧",中国香港,中国香港上映,129.0,2011.0
1202,变形金刚,0.0,http://maoyan.com/films/20652,"动作,科幻,惊悚",美国,大陆上映,144.0,2007.0
1203,大象林旺之一炮成名,8.8,http://maoyan.com/films/345063,"动作,动画,战争,冒险",中国大陆,大陆上映,77.0,2017.0
1205,驯龙高手2,9.3,http://maoyan.com/films/78540,"动画,动作,冒险",美国,大陆上映,102.0,2014.0
1207,捉妖记,7.3,http://maoyan.com/films/31227,恐怖,日本,日本上映,94.0,1990.0
1208,侏罗纪公园2：失落的世界,0.0,http://maoyan.com/films/2524,"动作,冒险,科幻",美国,大陆上映,129.0,1997.0
1209,辛德勒的名单,9.2,http://maoyan.com/films/3667,"剧情,历史,战争",美国,美国上映,195.0,1993.0
1210,疯狂的石头,8.5,http://maoyan.com/films/429,"喜剧,犯罪","中国大陆,中国香港",大陆上映,98.0,2006.0
1211,不可思异,6.4,http://maoyan.com/films/78380,"剧情,喜剧,科幻",中国大陆,大陆上映,99.0,2015.0
1212,村戏,0.0,http://maoyan.com/films/343793,剧情,中国大陆,上海电影博物馆上映,99.0,2017.0
1213,天空之城,9.1,http://maoyan.com/films/1228,"动画,冒险,家庭",日本,大陆上映,124.0,1992.0
1214,极限挑战之皇家宝藏,5.8,http://maoyan.com/films/342871,"喜剧,悬疑",中国大陆,大陆上映,102.0,2016.0
1215,环球恐怖片,0.0,http://maoyan.com/films/360948,"纪录片,恐怖",美国,美国上映,95.0,1998.0
1216,乐高幻影忍者：武术大师,0.0,http://maoyan.com/films/1197810,"喜剧,动画,短片",美国,美国上映,5.0,2016.0
1218,卧虎藏龙,8.3,http://maoyan.com/films/946,"爱情,奇幻,武侠","中国大陆,中国台湾,中国香港,美国",大陆上映,120.0,2000.0
1219,大海啸之鲨口逃生,6.1,http://maoyan.com/films/882,"动作,惊悚,灾难",澳大利亚,大陆上映,91.0,2012.0
1221,勇士之门,0.0,http://maoyan.com/films/248637,"动作,冒险,奇幻","中国大陆,法国",大陆上映,108.0,2016.0
1222,银翼杀手：2022黑暗浩劫,0.0,http://maoyan.com/films/1211225,"科幻,动画,短片",美国,美国上映,15.0,2017.0
1223,超能查派,8.4,http://maoyan.com/films/246255,"动作,科幻,犯罪","美国,墨西哥",大陆上映,120.0,2015.0
1224,DC电影出品：正义联盟黎明,0.0,http://maoyan.com/films/357345,短片,美国,美国上映,22.0,2016.0
1226,风尘三女侠,6.5,http://maoyan.com/films/28618,剧情,中国香港,中国香港上映,82.0,1994.0
1227,七月半2：前世今生,5.5,http://maoyan.com/films/346255,"恐怖,惊悚,悬疑",中国大陆,大陆上映,93.0,2016.0
1229,儿童警察 电影版,0.0,http://maoyan.com/films/333669,"喜剧,动作",日本,日本上映,101.0,2013.0
1230,玛丽与魔女之花,0.0,http://maoyan.com/films/1199029,动画,日本,大陆上映,102.0,2018.0
1231,不能说的秘密,8.6,http://maoyan.com/films/12,"剧情,爱情,音乐,奇幻","中国香港,中国台湾",大陆上映,101.0,2007.0
1232,漫威影业：宇宙集结,0.0,http://maoyan.com/films/645793,纪录片,美国,美国上映,45.0,2014.0
1233,古惑仔情义篇之洪兴十三妹,7.3,http://maoyan.com/films/12377,剧情,中国香港,中国香港上映,114.0,1998.0
1234,间谍同盟,8.3,http://maoyan.com/films/346564,"爱情,动作,战争",美国,大陆上映,124.0,2016.0
1237,唐伯虎点秋香,9.2,http://maoyan.com/films/837,"喜剧,爱情,古装",中国香港,中国香港上映,102.0,1993.0
1238,神偷奶爸,9.0,http://maoyan.com/films/491,"动画,家庭,喜剧",美国,美国上映,95.0,2010.0
1239,奇葩诡探,0.0,http://maoyan.com/films/1132350,"喜剧,悬疑",中国大陆,大陆上映,90.0,2018.0
1241,军中乐园,7.8,http://maoyan.com/films/78689,"剧情,爱情,历史","中国大陆,中国台湾",台湾上映,133.0,2014.0
1243,非常小特工之时间大盗,5.6,http://maoyan.com/films/115,"喜剧,动作,冒险",美国,大陆上映,89.0,2012.0
1244,饥饿游戏3：嘲笑鸟（上）,6.8,http://maoyan.com/films/78618,"动作,冒险,科幻",美国,大陆上映,123.0,2015.0
1245,断背山,9.0,http://maoyan.com/films/14652,"爱情,家庭","加拿大,美国",美国上映,134.0,2006.0
1246,扫毒,8.9,http://maoyan.com/films/78261,"剧情,犯罪","中国香港,中国大陆",大陆上映,135.0,2013.0
1247,头文字D,8.4,http://maoyan.com/films/236520,"动作,惊悚,犯罪","中国香港,日本",大陆上映,107.0,2005.0
1248,BIGBANG MADE,9.6,http://maoyan.com/films/410681,"纪录片,音乐",韩国,韩国上映,114.0,2016.0
1249,疯狂的公牛,0.0,http://maoyan.com/films/344348,"剧情,喜剧","中国大陆,中国香港",大陆上映,97.0,2017.0
1251,七宗罪,8.7,http://maoyan.com/films/1321,"犯罪,悬疑,惊悚",美国,美国上映,127.0,1995.0
1252,红衣小女孩,0.0,http://maoyan.com/films/342272,"惊悚,恐怖",中国台湾,台湾上映,93.0,2015.0
1253,言叶之庭,8.7,http://maoyan.com/films/78207,"爱情,动画",日本,日本上映,46.0,2013.0
1254,蝙蝠侠：侠影之谜,8.7,http://maoyan.com/films/780,"动作,科幻,惊悚","美国,英国",大陆上映,140.0,2005.0
1255,死寂,8.1,http://maoyan.com/films/22981,"恐怖,悬疑,惊悚",美国,美国上映,89.0,2007.0
1256,钢铁侠2,8.7,http://maoyan.com/films/434,"动作,冒险,科幻",美国,大陆上映,124.0,2010.0
1257,龙猫,9.2,http://maoyan.com/films/123,"动画,奇幻,家庭",日本,日本上映,86.0,1988.0
1258,碟仙前传,6.1,http://maoyan.com/films/343351,"恐怖,惊悚",中国大陆,大陆上映,89.0,2017.0
1260,忍者神龟：变种时代,9.1,http://maoyan.com/films/245931,"喜剧,动作",美国,大陆上映,102.0,2014.0
1261,超凡蜘蛛侠,8.4,http://maoyan.com/films/649,"动作,惊悚,科幻",美国,大陆上映,136.0,2012.0
1262,恶人报喜,8.1,http://maoyan.com/films/247712,喜剧,"中国大陆,中国香港",大陆上映,100.0,2016.0
1264,2012 3D,8.4,http://maoyan.com/films/771,"剧情,科幻,灾难",美国,大陆上映,158.0,2012.0
1265,傻儿夫妻小神郎,0.0,http://maoyan.com/films/345155,"喜剧,爱情",中国大陆,大陆上映,95.0,2018.0
1267,线人,8.1,http://maoyan.com/films/183,"剧情,动作,惊悚","中国香港,中国大陆",大陆上映,113.0,2010.0
1268,疾速特攻,8.1,http://maoyan.com/films/248812,"动作,惊悚,犯罪","美国,中国香港,意大利,加拿大",美国上映,122.0,2017.0
1269,北极移民,5.6,http://maoyan.com/films/341919,"喜剧,动画,冒险","印度,美国",美国上映,86.0,2016.0
1272,极寒之城,6.9,http://maoyan.com/films/343088,"动作,悬疑,惊悚","美国,德国,瑞典",西南偏南电影节上映,115.0,2017.0
1273,阳光灿烂的日子,8.6,http://maoyan.com/films/1279,剧情,"中国大陆,中国香港",大陆上映,134.0,1995.0
1274,我能说,0.0,http://maoyan.com/films/1203707,"剧情,喜剧",韩国,韩国上映,119.0,2017.0
1275,笔仙,6.6,http://maoyan.com/films/233654,恐怖,韩国,法国上映,92.0,2004.0
1276,借眼,7.4,http://maoyan.com/films/346102,"惊悚,悬疑,犯罪",中国大陆,大陆上映,90.0,2017.0
1277,雷神成人版,0.0,http://maoyan.com/films/473363,"动作,情色,奇幻",美国,美国上映,173.0,2012.0
1278,女人永远是对的,7.7,http://maoyan.com/films/1200634,"喜剧,爱情",中国香港,大陆上映,98.0,2017.0
1279,怪癖英雄,0.0,http://maoyan.com/films/1212838,"喜剧,动作",中国,大陆上映,90.0,2018.0
1281,他不坏，他是我爸爸,8.1,http://maoyan.com/films/19827,剧情,挪威,大陆上映,92.0,2002.0
1282,单身男女2,8.3,http://maoyan.com/films/78456,"剧情,喜剧,爱情","中国香港,中国大陆",大陆上映,113.0,2014.0
1283,我们诞生在中国,9.0,http://maoyan.com/films/337226,"剧情,纪录片","美国,英国,中国大陆",大陆上映,79.0,2016.0
1284,桃源,0.0,http://maoyan.com/films/1190571,"爱情,家庭",中国大陆,大陆上映,113.0,2018.0
1285,了不起的盖茨比,8.5,http://maoyan.com/films/78331,"剧情,爱情","美国,澳大利亚",大陆上映,143.0,2013.0
1286,昆虫总动员,9.1,http://maoyan.com/films/78792,"动画,冒险","法国,比利时",大陆上映,89.0,2014.0
1287,雪宝的冰雪大冒险,0.0,http://maoyan.com/films/1203965,"动画,短片,歌舞,奇幻,冒险",美国,美国上映,22.0,2017.0
1289,拯救大兵瑞恩,8.9,http://maoyan.com/films/733,"动作,历史,战争",美国,美国上映,169.0,1998.0
1290,这都不是事儿之“大师”驾到,0.0,http://maoyan.com/films/343578,喜剧,中国大陆,大陆上映,93.0,2018.0
1291,剪刀手爱德华,8.8,http://maoyan.com/films/513,"爱情,奇幻,剧情",美国,美国上映,105.0,1990.0
1292,搏击之王,5.2,http://maoyan.com/films/821632,动作,美国,美国上映,90.0,2016.0
1293,第七子：降魔之战,5.6,http://maoyan.com/films/246248,"动作,冒险,奇幻","英国,美国,加拿大,中国大陆",大陆上映,103.0,2015.0
1294,猎神：冬日之战,7.7,http://maoyan.com/films/247184,"动作,冒险,奇幻",美国,大陆上映,114.0,2016.0
1295,加勒比海盗2：聚魂棺,8.8,http://maoyan.com/films/230325,"动作,奇幻,冒险",美国,美国上映,151.0,2006.0
1297,斯皮尔伯格,0.0,http://maoyan.com/films/1207824,"纪录片,传记",美国,纽约电影节上映,147.0,2017.0
1299,X战警,8.3,http://maoyan.com/films/3755,"动作,科幻","美国,加拿大",美国上映,104.0,2000.0
1301,露水红颜,7.6,http://maoyan.com/films/78915,爱情,中国大陆,大陆上映,98.0,2014.0
1302,芭比梦幻仙境之魔法彩虹,7.2,http://maoyan.com/films/29192,"爱情,动画,家庭,奇幻",美国,大陆上映,74.0,2007.0
1304,恐怖游轮,8.5,http://maoyan.com/films/38270,"剧情,悬疑,惊悚","英国,澳大利亚",英国上映,99.0,2009.0
1306,天空之眼,8.0,http://maoyan.com/films/246230,"剧情,悬疑,战争",英国,大陆上映,102.0,2017.0
1307,踏血寻梅,7.9,http://maoyan.com/films/248169,"剧情,悬疑,犯罪",中国香港,中国香港上映,121.0,2015.0
1308,起跑线,8.1,http://maoyan.com/films/881837,"剧情,喜剧",印度,印度上映,132.0,2017.0
1309,五亿探长雷洛传2：父子情仇,7.0,http://maoyan.com/films/7792,"犯罪,剧情",中国香港,中国香港上映,111.0,1991.0
1310,沉默的羔羊,8.7,http://maoyan.com/films/2385,"犯罪,惊悚,剧情",美国,大陆上映,118.0,1976.0
1311,分歧者2：绝地反击,7.8,http://maoyan.com/films/246242,"惊悚,冒险,科幻",美国,大陆上映,119.0,2015.0
1312,杀破狼,8.5,http://maoyan.com/films/15474,"剧情,动作,犯罪",中国香港,中国香港上映,93.0,2005.0
1313,玩命速递：重启之战,8.4,http://maoyan.com/films/247852,"动作,惊悚,犯罪","法国,中国大陆,比利时",大陆上映,97.0,2015.0
1314,鼠来宝4：萌在囧途,9.0,http://maoyan.com/films/246380,"喜剧,动画,冒险",美国,大陆上映,92.0,2016.0
1315,十面埋伏,7.1,http://maoyan.com/films/230473,"爱情,动作,奇幻","中国大陆,中国香港",大陆上映,119.0,2004.0
1316,异兽来袭,7.4,http://maoyan.com/films/1205281,"惊悚,科幻,灾难",中国大陆,大陆上映,87.0,2017.0
1317,画皮,7.8,http://maoyan.com/films/162,"剧情,动作,惊悚","中国香港,中国大陆,新加坡",大陆上映,103.0,2008.0
1318,穿靴子的猫：萌猫三剑客,7.0,http://maoyan.com/films/248460,"动画,短片",美国,美国上映,13.0,2012.0
1319,大唐玄奘,7.6,http://maoyan.com/films/338357,"剧情,历史",中国大陆,大陆上映,120.0,2016.0
1320,安娜贝尔2,6.6,http://maoyan.com/films/343662,"悬疑,惊悚,恐怖",美国,美国上映,109.0,2017.0
1321,速度与激情,6.7,http://maoyan.com/films/266,"动作,惊悚,犯罪","美国,德国",美国上映,106.0,2001.0
1322,疯狂外星人,9.0,http://maoyan.com/films/78723,"动画,冒险,奇幻",美国,大陆上映,94.0,2015.0
1323,东方快车谋杀案,8.3,http://maoyan.com/films/1615,"惊悚,悬疑,犯罪",英国,美国上映,128.0,1974.0
1324,黑夜传说5：血战,5.9,http://maoyan.com/films/248947,"动作,惊悚,奇幻",美国,俄罗斯上映,91.0,2016.0
1325,如果·爱,8.1,http://maoyan.com/films/143,"爱情,剧情,歌舞","中国大陆,中国香港,马来西亚",大陆上映,108.0,2005.0
1326,电力之战,6.5,http://maoyan.com/films/338059,"剧情,传记,历史",美国,多伦多国际电影节上映,105.0,2017.0
1328,明日边缘,8.9,http://maoyan.com/films/78613,"动作,科幻",美国,大陆上映,114.0,2014.0
1329,死神来了5,7.7,http://maoyan.com/films/219,"悬疑,惊悚",美国,美国上映,92.0,2011.0
1330,神奇四侠2015,5.5,http://maoyan.com/films/78604,"动作,科幻,冒险","美国,英国,德国",美国上映,106.0,2015.0
1331,羞耻,7.2,http://maoyan.com/films/66126,"剧情,情色",英国,美国上映,101.0,2011.0
1332,coco,4.5,http://maoyan.com/films/345747,"剧情,歌舞",美国,美国上映,106.0,2017.0
1333,满城尽带黄金甲,6.8,http://maoyan.com/films/18468,"剧情,爱情,动作","中国大陆,中国香港",大陆上映,114.0,2006.0
1334,高尔基公园,6.5,http://maoyan.com/films/4517,"剧情,惊悚,犯罪",美国,大陆上映,128.0,1983.0
1336,无敌浩克,8.2,http://maoyan.com/films/609,"动作,科幻,惊悚",美国,大陆上映,112.0,2008.0
1337,暮光之城4：破晓（下）,8.5,http://maoyan.com/films/986,"奇幻,爱情,惊悚",美国,美国上映,115.0,2012.0
1338,孤儿怨,8.1,http://maoyan.com/films/38306,"剧情,悬疑,惊悚","美国,加拿大,德国,法国",美国上映,123.0,2009.0
1340,生化危机,8.6,http://maoyan.com/films/1038,"动作,恐怖,科幻","英国,德国,法国,美国",美国上映,100.0,2002.0
1342,悲惨世界,8.8,http://maoyan.com/films/78054,"剧情,爱情,音乐","英国,美国",大陆上映,157.0,2013.0
1343,游戏规则,7.6,http://maoyan.com/films/345658,"剧情,动作",中国大陆,大陆上映,126.0,2017.0
1344,变形金刚2,8.7,http://maoyan.com/films/30799,"动作,冒险,科幻",美国,大陆上映,150.0,2009.0
1345,圆圈,5.3,http://maoyan.com/films/338333,"剧情,科幻,惊悚","阿联酋,美国",翠贝卡电影节上映,110.0,2017.0
1348,霍比特人2：史矛革之战,9.1,http://maoyan.com/films/78435,"动作,冒险,奇幻","美国,新西兰",大陆上映,161.0,2014.0
1349,长江图,7.5,http://maoyan.com/films/332313,"剧情,爱情,奇幻",中国大陆,大陆上映,115.0,2016.0
1350,挪威的森林,7.1,http://maoyan.com/films/691,"剧情,爱情",日本,大陆上映,133.0,2011.0
1351,血狼犬,8.4,http://maoyan.com/films/1201660,"剧情,灾难",中国大陆,大陆上映,90.0,2017.0
1352,不可思议的海岸物语,7.0,http://maoyan.com/films/246214,剧情,日本,蒙特利尔电影节上映,117.0,2014.0
1354,那些年，我们一起追的女孩,8.5,http://maoyan.com/films/65,"剧情,喜剧,爱情",中国台湾,大陆上映,110.0,2012.0
1356,被称作海贼的男人,6.4,http://maoyan.com/films/344049,"剧情,历史",日本,日本上映,145.0,2016.0
1358,蜡笔小新:梦境世界大突击,8.5,http://maoyan.com/films/344898,"喜剧,动画",日本,大陆上映,98.0,2016.0
1359,罗马假日,9.1,http://maoyan.com/films/2641,"喜剧,剧情,爱情",美国,美国上映,118.0,1953.0
1360,谍海风云,6.1,http://maoyan.com/films/279,"惊悚,悬疑,爱情","美国,大陆",大陆上映,105.0,2010.0
1361,人类清除计划3,7.6,http://maoyan.com/films/246851,"科幻,惊悚,恐怖",美国,美国上映,105.0,2016.0
1362,忠犬八公的故事,9.3,http://maoyan.com/films/38286,"剧情,家庭","美国,英国",英国上映,93.0,2010.0
1363,八月,7.7,http://maoyan.com/films/672178,"剧情,家庭",中国大陆,大陆上映,106.0,2017.0
1365,布达佩斯大饭店,8.7,http://maoyan.com/films/78449,"喜剧,冒险,犯罪","美国,德国,英国",美国上映,100.0,2014.0
1366,本杰明·巴顿奇事,8.8,http://maoyan.com/films/18318,"爱情,悬疑,奇幻",美国,美国上映,166.0,2008.0
1368,疾风回旋曲,6.4,http://maoyan.com/films/346560,"剧情,悬疑",日本,日本上映,109.0,2016.0
1369,夜闯寡妇村,5.2,http://maoyan.com/films/341135,"惊悚,悬疑,情色",中国大陆,大陆上映,88.0,2017.0
1370,尖峰时刻3,6.1,http://maoyan.com/films/15058,"喜剧,动作,犯罪","美国,德国",美国上映,91.0,2007.0
1371,暗恋桃花源,8.1,http://maoyan.com/films/7169,"喜剧,历史",中国台湾,美国上映,107.0,1993.0
1372,咒怨,6.7,http://maoyan.com/films/12032,"恐怖,悬疑",日本,日本上映,92.0,2003.0
1373,恋爱通告,7.3,http://maoyan.com/films/212,"喜剧,爱情","中国大陆,中国台湾",大陆上映,99.0,2010.0
1374,烟火,7.0,http://maoyan.com/films/17332,"剧情,短片",美国,大陆上映,20.0,2006.0
1375,边境杀手,8.0,http://maoyan.com/films/248608,"惊悚,犯罪,剧情",美国,美国上映,121.0,2015.0
1376,我想和你好好的,7.4,http://maoyan.com/films/78332,"剧情,爱情",中国大陆,大陆上映,96.0,2013.0
1378,追捕,8.0,http://maoyan.com/films/1267,"动作,犯罪,爱情",日本,大陆上映,151.0,1978.0
1379,暮光之城,8.5,http://maoyan.com/films/278,"奇幻,爱情,惊悚",美国,大陆上映,122.0,2009.0
1380,缘份,8.6,http://maoyan.com/films/10757,"剧情,喜剧,爱情",中国香港,大陆上映,96.0,2016.0
1381,碟仙之毕业照,5.5,http://maoyan.com/films/1132343,"恐怖,惊悚,悬疑",中国大陆,大陆上映,87.0,2017.0
1382,低俗小说,8.6,http://maoyan.com/films/1239,"剧情,犯罪,惊悚",美国,美国上映,154.0,1994.0
1384,白蛇传说,6.1,http://maoyan.com/films/220,"奇幻,动作,爱情",中国大陆,大陆上映,103.0,2011.0
1385,鲨卷风5：全球鲨暴,4.2,http://maoyan.com/films/1202936,"喜剧,科幻,恐怖",美国,美国上映,90.0,2017.0
1386,海上钢琴师,9.2,http://maoyan.com/films/1292,"剧情,爱情,音乐",意大利,意大利上映,165.0,1998.0
1387,麦兜响当当,6.4,http://maoyan.com/films/176,"喜剧,动画,家庭","中国香港,中国大陆",大陆上映,79.0,2009.0
1388,魔宫魅影,7.1,http://maoyan.com/films/247790,"惊悚,剧情,爱情","中国大陆,中国香港",大陆上映,104.0,2016.0
1389,终结者2,8.9,http://maoyan.com/films/1250,"动作,科幻,惊悚","美国,法国",美国上映,137.0,1991.0
1390,昼颜 电影版,0.0,http://maoyan.com/films/1187542,"剧情,爱情",日本,日本上映,125.0,2017.0
1391,狂兽,0.0,http://maoyan.com/films/558332,动作,日本,日本上映,78.0,1976.0
1393,大世界,7.0,http://maoyan.com/films/248298,"喜剧,家庭",新加坡,新加坡上映,100.0,2011.0
1394,谜域之噬魂岭,3.9,http://maoyan.com/films/346464,"惊悚,悬疑,科幻",中国大陆,大陆上映,93.0,2017.0
1395,神兽金刚之青龙再现,8.4,http://maoyan.com/films/1132371,"动画,奇幻,冒险",中国大陆,大陆上映,87.0,2016.0
1396,年少轻狂,5.6,http://maoyan.com/films/247081,"喜剧,爱情",中国大陆,大陆上映,90.0,2015.0
1398,赖小子,7.5,http://maoyan.com/films/242320,剧情,中国大陆,中国香港上映,89.0,2006.0
1399,真假森林王,5.3,http://maoyan.com/films/1208756,"喜剧,动画,家庭",中国大陆,大陆上映,78.0,2017.0
1400,致命魔术,8.8,http://maoyan.com/films/20131,"奇幻,悬疑,惊悚","美国,英国",美国上映,130.0,2006.0
1401,绝命海拔,8.2,http://maoyan.com/films/246448,"剧情,冒险,传记","英国,美国,冰岛",大陆上映,120.0,2015.0
1402,逃出生天,8.2,http://maoyan.com/films/78254,"动作,冒险,灾难","中国香港,中国大陆",大陆上映,107.0,2013.0
1403,真爱至上,5.2,http://maoyan.com/films/76474,"剧情,爱情",中国大陆,大陆上映,87.0,2011.0
1404,杀生,7.7,http://maoyan.com/films/258,"剧情,悬疑",中国大陆,大陆上映,109.0,2012.0
1405,摇摇晃晃的人间,8.6,http://maoyan.com/films/1203620,剧情,中国大陆,大陆上映,89.0,2017.0
1406,遇见你之前,8.8,http://maoyan.com/films/341535,"剧情,爱情",英国,美国上映,110.0,2016.0
1407,单身日记：好孕来袭,8.5,http://maoyan.com/films/342613,"喜剧,爱情",英国,大陆上映,118.0,2017.0
1409,侠探杰克：永不回头,8.1,http://maoyan.com/films/249003,"动作,犯罪,冒险",美国,大陆上映,118.0,2016.0
1410,天亮之前,8.1,http://maoyan.com/films/248851,"剧情,动作,犯罪",中国大陆,大陆上映,102.0,2016.0
1411,玩命直播,8.3,http://maoyan.com/films/367889,"动作,冒险,惊悚",美国,大陆上映,97.0,2017.0
1412,神话,7.9,http://maoyan.com/films/442,"动作,冒险,喜剧",中国香港,大陆上映,122.0,2005.0
1413,英雄,7.9,http://maoyan.com/films/11536,"动作,古装,武侠","中国大陆,中国香港",大陆上映,93.0,2002.0
1414,初恋日记,8.5,http://maoyan.com/films/1208672,"剧情,喜剧,爱情",中国香港,大陆上映,114.0,2017.0
1415,侏罗纪公园3D,8.4,http://maoyan.com/films/1455,"冒险,科幻",美国,大陆上映,127.0,2013.0
1421,云上石头城,0.0,http://maoyan.com/films/1208649,"剧情,爱情,家庭",中国大陆,大陆上映,90.0,2017.0
1422,无限,0.0,http://maoyan.com/films/336891,科幻,澳大利亚,美国上映,110.0,2015.0
1423,饥饿游戏,8.3,http://maoyan.com/films/472,"动作,科幻,惊悚",美国,大陆上映,142.0,2012.0
1424,机器男友,0.0,http://maoyan.com/films/345436,"喜剧,爱情,悬疑",中国大陆,大陆上映,85.0,2017.0
1425,凡高的生与死,8.3,http://maoyan.com/films/122456,"剧情,动画,传记",澳大利亚,澳大利亚上映,105.0,1987.0
1426,缉枪,7.9,http://maoyan.com/films/343639,"剧情,动作,犯罪",中国大陆,大陆上映,106.0,2017.0
1427,救僵清道夫,0.0,http://maoyan.com/films/480316,"喜剧,恐怖",中国香港,中国香港上映,94.0,2017.0
1429,怪兽大学,8.7,http://maoyan.com/films/78116,"喜剧,动画,冒险",美国,大陆上映,104.0,2013.0
1430,Champions of Wimbledon,0.0,http://maoyan.com/films/960369,"记录片,运动",英国,英国上映,52.0,2008.0
1432,我的新野蛮女友,7.0,http://maoyan.com/films/246154,"喜剧,爱情","韩国,中国大陆",大陆上映,107.0,2016.0
1433,Tutti gli anni una volta l`anno,0.0,http://maoyan.com/films/1033780,喜剧,"意大利,法国,比利时",意大利上映,88.0,1994.0
1434,山楂树之恋,7.6,http://maoyan.com/films/78861,"剧情,爱情",中国大陆,大陆上映,114.0,2010.0
1436,苹果,7.0,http://maoyan.com/films/248206,"剧情,情色",中国大陆,大陆上映,112.0,2007.0
1437,华尔街之狼,8.3,http://maoyan.com/films/78179,"剧情,传记,犯罪",美国,美国上映,180.0,2013.0
1439,我，花样女王,7.7,http://maoyan.com/films/346266,"剧情,运动,传记",美国,多伦多国际电影节上映,119.0,2017.0
1440,泰迪熊2,8.0,http://maoyan.com/films/78606,喜剧,美国,美国上映,115.0,2015.0
1441,追龙,0.0,http://maoyan.com/films/472926,动作,中国台湾,中国台湾上映,80.0,1978.0
1442,我叫MT之山口山战记,7.7,http://maoyan.com/films/246045,"动画,喜剧,冒险",中国大陆,大陆上映,86.0,2016.0
1443,天才少女,7.7,http://maoyan.com/films/342127,"剧情,家庭",美国,美国上映,101.0,2017.0
1444,泰坦尼克,8.2,http://maoyan.com/films/4739,"爱情,历史,灾难","加拿大,美国",美国上映,173.0,1996.0
1447,路边野餐,8.1,http://maoyan.com/films/342073,"剧情,悬疑",中国大陆,大陆上映,113.0,2016.0
1448,秘密特工,8.3,http://maoyan.com/films/246446,"喜剧,动作,冒险","美国,英国",美国/英国上映,116.0,2015.0
1449,奇妙的朋友之萌爱2016,0.0,http://maoyan.com/films/343791,"剧情,喜剧",中国大陆,大陆上映,90.0,2017.0
1450,007：大破天幕危机,8.0,http://maoyan.com/films/828,"动作,惊悚,冒险","英国,美国",大陆上映,143.0,2013.0
1451,功夫熊猫之盖世五侠的秘密,7.0,http://maoyan.com/films/248351,"喜剧,动作,动画",美国,美国上映,25.0,2008.0
1452,惊门,5.4,http://maoyan.com/films/1205603,"恐怖,惊悚,悬疑",中国,大陆上映,85.0,2017.0
1453,特种部队3,0.0,http://maoyan.com/films/246968,"动作,科幻,惊悚,冒险",美国,美国上映,90.0,2020.0
1455,回魂夜,8.9,http://maoyan.com/films/7079,"喜剧,奇幻,恐怖",中国香港,中国香港上映,86.0,1995.0
1457,玩具总动员3,8.4,http://maoyan.com/films/727,"动画,冒险,家庭",美国,大陆上映,103.0,2010.0
1458,在世界中心呼唤爱,7.7,http://maoyan.com/films/342747,"爱情,剧情",中国大陆,大陆上映,95.0,2016.0
1459,美丽人生,9.3,http://maoyan.com/films/1303,"战争,剧情,爱情",意大利,意大利上映,116.0,1997.0
1462,触不可及,9.1,http://maoyan.com/films/70976,"传记,喜剧,剧情",法国,法国上映,112.0,2011.0
1463,香肠派对,7.7,http://maoyan.com/films/341542,"喜剧,动画,冒险",美国,美国上映,89.0,2016.0
1464,暗杀游戏,5.9,http://maoyan.com/films/346379,"动作,科幻,惊悚",俄罗斯,大陆上映,91.0,2016.0
1465,狗咬狗,7.7,http://maoyan.com/films/21739,"动作,犯罪,惊悚",中国香港,中国香港上映,109.0,2006.0
1466,完美音调2,7.2,http://maoyan.com/films/246312,"音乐,喜剧",美国,美国上映,115.0,2015.0
1468,诡井,5.1,http://maoyan.com/films/1207975,"恐怖,惊悚,悬疑",中国大陆,大陆上映,89.0,2017.0
1469,海绵宝宝,8.5,http://maoyan.com/films/246024,"喜剧,动画,冒险",美国,大陆上映,93.0,2015.0
1471,鲁滨逊漂流记,8.7,http://maoyan.com/films/345755,"喜剧,动画,冒险","比利时,法国",大陆上映,91.0,2016.0
1474,X战警：第一战,0.0,http://maoyan.com/films/42961,"动作,剧情,科幻",美国,美国上映,132.0,2011.0
1475,僵尸,7.9,http://maoyan.com/films/78835,"动作,恐怖,剧情",中国香港,中国香港上映,105.0,2013.0
